"Plot Title: 10683869-Seibert"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10683869, SEN S/N: 10683869)","Batt, V (LGR S/N: 10683869, SEN S/N: 10683869)","Coupler Detached (LGR S/N: 10683869)","Coupler Attached (LGR S/N: 10683869)","Stopped (LGR S/N: 10683869)","End Of File (LGR S/N: 10683869)"
1980,07/08/15 01:15:00 AM,15.485,3.04,,,,
1981,07/08/15 01:30:00 AM,15.438,3.04,,,,
1982,07/08/15 01:45:00 AM,15.390,3.04,,,,
1983,07/08/15 02:00:00 AM,15.318,3.04,,,,
1984,07/08/15 02:15:00 AM,15.247,3.04,,,,
1985,07/08/15 02:30:00 AM,15.199,3.04,,,,
1986,07/08/15 02:45:00 AM,15.127,3.04,,,,
1987,07/08/15 03:00:00 AM,15.079,3.02,,,,
1988,07/08/15 03:15:00 AM,15.031,3.04,,,,
1989,07/08/15 03:30:00 AM,14.984,3.04,,,,
1990,07/08/15 03:45:00 AM,14.936,3.04,,,,
1991,07/08/15 04:00:00 AM,14.912,3.04,,,,
1992,07/08/15 04:15:00 AM,14.864,3.04,,,,
1993,07/08/15 04:30:00 AM,14.840,3.04,,,,
1994,07/08/15 04:45:00 AM,14.792,3.04,,,,
1995,07/08/15 05:00:00 AM,14.768,3.04,,,,
1996,07/08/15 05:15:00 AM,14.745,3.04,,,,
1997,07/08/15 05:30:00 AM,14.721,3.04,,,,
1998,07/08/15 05:45:00 AM,14.697,3.04,,,,
1999,07/08/15 06:00:00 AM,14.673,3.04,,,,
2000,07/08/15 06:15:00 AM,14.649,3.04,,,,
2001,07/08/15 06:30:00 AM,14.649,3.04,,,,
2002,07/08/15 06:45:00 AM,14.625,3.04,,,,
2003,07/08/15 07:00:00 AM,14.625,3.04,,,,
2004,07/08/15 07:15:00 AM,14.625,3.04,,,,
2005,07/08/15 07:30:00 AM,14.625,3.04,,,,
2006,07/08/15 07:45:00 AM,14.625,3.04,,,,
2007,07/08/15 08:00:00 AM,14.649,3.04,,,,
2008,07/08/15 08:15:00 AM,14.649,3.04,,,,
2009,07/08/15 08:30:00 AM,14.649,3.04,,,,
2010,07/08/15 08:45:00 AM,14.673,3.04,,,,
2011,07/08/15 09:00:00 AM,14.697,3.04,,,,
2012,07/08/15 09:15:00 AM,14.721,3.04,,,,
2013,07/08/15 09:30:00 AM,14.745,3.04,,,,
2014,07/08/15 09:45:00 AM,14.792,3.04,,,,
2015,07/08/15 10:00:00 AM,14.864,3.04,,,,
2016,07/08/15 10:15:00 AM,14.936,3.04,,,,
2017,07/08/15 10:30:00 AM,15.055,3.02,,,,
2018,07/08/15 10:45:00 AM,15.247,3.02,,,,
2019,07/08/15 11:00:00 AM,15.557,3.04,,,,
2020,07/08/15 11:15:00 AM,15.772,3.04,,,,
2021,07/08/15 11:30:00 AM,15.986,3.04,,,,
2022,07/08/15 11:45:00 AM,16.225,3.04,,,,
2023,07/08/15 12:00:00 PM,16.463,3.04,,,,
2024,07/08/15 12:15:00 PM,16.654,3.04,,,,
2025,07/08/15 12:30:00 PM,16.868,3.04,,,,
2026,07/08/15 12:45:00 PM,17.082,3.04,,,,
2027,07/08/15 01:00:00 PM,17.296,3.04,,,,
2028,07/08/15 01:15:00 PM,17.510,3.04,,,,
2029,07/08/15 01:30:00 PM,17.701,3.04,,,,
2030,07/08/15 01:45:00 PM,17.891,3.04,,,,
2031,07/08/15 02:00:00 PM,18.033,3.04,,,,
2032,07/08/15 02:15:00 PM,18.176,3.04,,,,
2033,07/08/15 02:30:00 PM,18.271,3.04,,,,
2034,07/08/15 02:45:00 PM,18.366,3.04,,,,
2035,07/08/15 03:00:00 PM,18.461,3.04,,,,
2036,07/08/15 03:15:00 PM,18.509,3.04,,,,
2037,07/08/15 03:30:00 PM,18.557,3.04,,,,
2038,07/08/15 03:45:00 PM,18.604,3.04,,,,
2039,07/08/15 04:00:00 PM,18.604,3.04,,,,
2040,07/08/15 04:15:00 PM,18.604,3.04,,,,
2041,07/08/15 04:30:00 PM,18.580,3.04,,,,
2042,07/08/15 04:45:00 PM,18.557,3.04,,,,
2043,07/08/15 05:00:00 PM,18.533,3.04,,,,
2044,07/08/15 05:15:00 PM,18.485,3.04,,,,
2045,07/08/15 05:30:00 PM,18.438,3.04,,,,
2046,07/08/15 05:45:00 PM,18.390,3.04,,,,
2047,07/08/15 06:00:00 PM,18.343,3.04,,,,
2048,07/08/15 06:15:00 PM,18.271,3.04,,,,
2049,07/08/15 06:30:00 PM,18.176,3.04,,,,
2050,07/08/15 06:45:00 PM,18.105,3.04,,,,
2051,07/08/15 07:00:00 PM,18.033,3.04,,,,
2052,07/08/15 07:15:00 PM,17.938,3.04,,,,
2053,07/08/15 07:30:00 PM,17.843,3.04,,,,
2054,07/08/15 07:45:00 PM,17.748,3.04,,,,
2055,07/08/15 08:00:00 PM,17.629,3.04,,,,
2056,07/08/15 08:15:00 PM,17.534,3.04,,,,
2057,07/08/15 08:30:00 PM,17.439,3.04,,,,
2058,07/08/15 08:45:00 PM,17.320,3.04,,,,
2059,07/08/15 09:00:00 PM,17.201,3.04,,,,
2060,07/08/15 09:15:00 PM,17.082,3.04,,,,
2061,07/08/15 09:30:00 PM,16.963,3.04,,,,
2062,07/08/15 09:45:00 PM,16.844,3.04,,,,
2063,07/08/15 10:00:00 PM,16.749,3.04,,,,
2064,07/08/15 10:15:00 PM,16.630,3.04,,,,
2065,07/08/15 10:30:00 PM,16.511,3.04,,,,
2066,07/08/15 10:45:00 PM,16.415,3.04,,,,
2067,07/08/15 11:00:00 PM,16.320,3.04,,,,
2068,07/08/15 11:15:00 PM,16.249,3.04,,,,
2069,07/08/15 11:30:00 PM,16.153,3.04,,,,
2070,07/08/15 11:45:00 PM,16.082,3.04,,,,
2071,07/09/15 12:00:00 AM,16.010,3.04,,,,
2072,07/09/15 12:15:00 AM,15.939,3.04,,,,
2073,07/09/15 12:30:00 AM,15.867,3.04,,,,
2074,07/09/15 12:45:00 AM,15.819,3.04,,,,
2075,07/09/15 01:00:00 AM,15.748,3.04,,,,
2076,07/09/15 01:15:00 AM,15.700,3.04,,,,
2077,07/09/15 01:30:00 AM,15.652,3.04,,,,
2078,07/09/15 01:45:00 AM,15.605,3.04,,,,
2079,07/09/15 02:00:00 AM,15.557,3.04,,,,
2080,07/09/15 02:15:00 AM,15.533,3.04,,,,
2081,07/09/15 02:30:00 AM,15.485,3.04,,,,
2082,07/09/15 02:45:00 AM,15.438,3.04,,,,
2083,07/09/15 03:00:00 AM,15.414,3.04,,,,
2084,07/09/15 03:15:00 AM,15.366,3.04,,,,
2085,07/09/15 03:30:00 AM,15.342,3.04,,,,
2086,07/09/15 03:45:00 AM,15.294,3.04,,,,
2087,07/09/15 04:00:00 AM,15.270,3.04,,,,
2088,07/09/15 04:15:00 AM,15.223,3.04,,,,
2089,07/09/15 04:30:00 AM,15.199,3.02,,,,
2090,07/09/15 04:45:00 AM,15.151,3.02,,,,
2091,07/09/15 05:00:00 AM,15.127,3.02,,,,
2092,07/09/15 05:15:00 AM,15.079,3.02,,,,
2093,07/09/15 05:30:00 AM,15.055,3.02,,,,
2094,07/09/15 05:45:00 AM,15.031,3.04,,,,
2095,07/09/15 06:00:00 AM,14.984,3.04,,,,
2096,07/09/15 06:15:00 AM,14.960,3.04,,,,
2097,07/09/15 06:30:00 AM,14.936,3.04,,,,
2098,07/09/15 06:45:00 AM,14.912,3.04,,,,
2099,07/09/15 07:00:00 AM,14.888,3.04,,,,
2100,07/09/15 07:15:00 AM,14.888,3.04,,,,
2101,07/09/15 07:30:00 AM,14.888,3.04,,,,
2102,07/09/15 07:45:00 AM,14.912,3.04,,,,
2103,07/09/15 08:00:00 AM,14.912,3.04,,,,
2104,07/09/15 08:15:00 AM,14.888,3.04,,,,
2105,07/09/15 08:30:00 AM,14.912,3.04,,,,
2106,07/09/15 08:45:00 AM,14.912,3.04,,,,
2107,07/09/15 09:00:00 AM,14.936,3.04,,,,
2108,07/09/15 09:15:00 AM,14.960,3.04,,,,
2109,07/09/15 09:30:00 AM,15.008,3.04,,,,
2110,07/09/15 09:45:00 AM,15.151,3.02,,,,
2111,07/09/15 10:00:00 AM,15.342,3.04,,,,
2112,07/09/15 10:15:00 AM,15.581,3.04,,,,
2113,07/09/15 10:30:00 AM,15.724,3.04,,,,
2114,07/09/15 10:45:00 AM,15.891,3.04,,,,
2115,07/09/15 11:00:00 AM,15.963,3.04,,,,
2116,07/09/15 11:15:00 AM,16.106,3.04,,,,
2117,07/09/15 11:30:00 AM,16.320,3.04,,,,
2118,07/09/15 11:45:00 AM,16.558,3.04,,,,
2119,07/09/15 12:00:00 PM,16.796,3.04,,,,
2120,07/09/15 12:15:00 PM,16.987,3.04,,,,
2121,07/09/15 12:30:00 PM,17.201,3.04,,,,
2122,07/09/15 12:45:00 PM,17.439,3.04,,,,
2123,07/09/15 01:00:00 PM,17.653,3.04,,,,
2124,07/09/15 01:15:00 PM,17.867,3.04,,,,
2125,07/09/15 01:30:00 PM,18.081,3.04,,,,
2126,07/09/15 01:45:00 PM,18.271,3.04,,,,
2127,07/09/15 02:00:00 PM,18.461,3.04,,,,
2128,07/09/15 02:15:00 PM,18.604,3.04,,,,
2129,07/09/15 02:30:00 PM,18.723,3.04,,,,
2130,07/09/15 02:45:00 PM,18.818,3.04,,,,
2131,07/09/15 03:00:00 PM,18.913,3.04,,,,
2132,07/09/15 03:15:00 PM,18.985,3.04,,,,
2133,07/09/15 03:30:00 PM,19.056,3.04,,,,
2134,07/09/15 03:45:00 PM,19.080,3.04,,,,
2135,07/09/15 04:00:00 PM,19.103,3.04,,,,
2136,07/09/15 04:15:00 PM,19.103,3.04,,,,
2137,07/09/15 04:30:00 PM,19.080,3.04,,,,
2138,07/09/15 04:45:00 PM,19.080,3.04,,,,
2139,07/09/15 05:00:00 PM,19.032,3.04,,,,
2140,07/09/15 05:15:00 PM,19.008,3.04,,,,
2141,07/09/15 05:30:00 PM,18.961,3.04,,,,
2142,07/09/15 05:45:00 PM,18.913,3.04,,,,
2143,07/09/15 06:00:00 PM,18.842,3.04,,,,
2144,07/09/15 06:15:00 PM,18.747,3.04,,,,
2145,07/09/15 06:30:00 PM,18.675,3.04,,,,
2146,07/09/15 06:45:00 PM,18.580,3.04,,,,
2147,07/09/15 07:00:00 PM,18.485,3.04,,,,
2148,07/09/15 07:15:00 PM,18.390,3.04,,,,
2149,07/09/15 07:30:00 PM,18.295,3.04,,,,
2150,07/09/15 07:45:00 PM,18.176,3.04,,,,
2151,07/09/15 08:00:00 PM,18.081,3.04,,,,
2152,07/09/15 08:15:00 PM,17.986,3.04,,,,
2153,07/09/15 08:30:00 PM,17.867,3.04,,,,
2154,07/09/15 08:45:00 PM,17.748,3.04,,,,
2155,07/09/15 09:00:00 PM,17.629,3.04,,,,
2156,07/09/15 09:15:00 PM,17.510,3.04,,,,
2157,07/09/15 09:30:00 PM,17.368,3.04,,,,
2158,07/09/15 09:45:00 PM,17.249,3.04,,,,
2159,07/09/15 10:00:00 PM,17.130,3.04,,,,
2160,07/09/15 10:15:00 PM,17.034,3.04,,,,
2161,07/09/15 10:30:00 PM,16.939,3.04,,,,
2162,07/09/15 10:45:00 PM,16.844,3.04,,,,
2163,07/09/15 11:00:00 PM,16.749,3.04,,,,
2164,07/09/15 11:15:00 PM,16.677,3.04,,,,
2165,07/09/15 11:30:00 PM,16.606,3.04,,,,
2166,07/09/15 11:45:00 PM,16.534,3.04,,,,
2167,07/10/15 12:00:00 AM,16.487,3.04,,,,
2168,07/10/15 12:15:00 AM,16.415,3.04,,,,
2169,07/10/15 12:30:00 AM,16.344,3.04,,,,
2170,07/10/15 12:45:00 AM,16.296,3.04,,,,
2171,07/10/15 01:00:00 AM,16.225,3.04,,,,
2172,07/10/15 01:15:00 AM,16.177,3.04,,,,
2173,07/10/15 01:30:00 AM,16.153,3.04,,,,
2174,07/10/15 01:45:00 AM,16.106,3.04,,,,
2175,07/10/15 02:00:00 AM,16.082,3.04,,,,
2176,07/10/15 02:15:00 AM,16.034,3.04,,,,
2177,07/10/15 02:30:00 AM,16.010,3.04,,,,
2178,07/10/15 02:45:00 AM,15.986,3.04,,,,
2179,07/10/15 03:00:00 AM,15.939,3.04,,,,
2180,07/10/15 03:15:00 AM,15.915,3.04,,,,
2181,07/10/15 03:30:00 AM,15.891,3.04,,,,
2182,07/10/15 03:45:00 AM,15.867,3.04,,,,
2183,07/10/15 04:00:00 AM,15.843,3.04,,,,
2184,07/10/15 04:15:00 AM,15.796,3.04,,,,
2185,07/10/15 04:30:00 AM,15.772,3.04,,,,
2186,07/10/15 04:45:00 AM,15.748,3.04,,,,
2187,07/10/15 05:00:00 AM,15.700,3.04,,,,
2188,07/10/15 05:15:00 AM,15.676,3.04,,,,
2189,07/10/15 05:30:00 AM,15.652,3.04,,,,
2190,07/10/15 05:45:00 AM,15.629,3.04,,,,
2191,07/10/15 06:00:00 AM,15.605,3.04,,,,
2192,07/10/15 06:15:00 AM,15.605,3.04,,,,
2193,07/10/15 06:30:00 AM,15.581,3.04,,,,
2194,07/10/15 06:45:00 AM,15.557,3.04,,,,
2195,07/10/15 07:00:00 AM,15.557,3.04,,,,
2196,07/10/15 07:15:00 AM,15.557,3.04,,,,
2197,07/10/15 07:30:00 AM,15.557,3.04,,,,
2198,07/10/15 07:45:00 AM,15.557,3.04,,,,
2199,07/10/15 08:00:00 AM,15.557,3.04,,,,
2200,07/10/15 08:15:00 AM,15.581,3.04,,,,
2201,07/10/15 08:30:00 AM,15.605,3.04,,,,
2202,07/10/15 08:45:00 AM,15.629,3.04,,,,
2203,07/10/15 09:00:00 AM,15.652,3.04,,,,
2204,07/10/15 09:15:00 AM,15.700,3.04,,,,
2205,07/10/15 09:30:00 AM,15.748,3.04,,,,
2206,07/10/15 09:45:00 AM,15.772,3.04,,,,
2207,07/10/15 10:00:00 AM,15.796,3.04,,,,
2208,07/10/15 10:15:00 AM,15.819,3.04,,,,
2209,07/10/15 10:30:00 AM,15.843,3.04,,,,
2210,07/10/15 10:45:00 AM,15.843,3.04,,,,
2211,07/10/15 11:00:00 AM,15.891,3.04,,,,
2212,07/10/15 11:15:00 AM,15.939,3.04,,,,
2213,07/10/15 11:30:00 AM,15.986,3.04,,,,
2214,07/10/15 11:45:00 AM,16.034,3.04,,,,
2215,07/10/15 12:00:00 PM,16.082,3.04,,,,
2216,07/10/15 12:15:00 PM,16.129,3.04,,,,
2217,07/10/15 12:30:00 PM,16.153,3.04,,,,
2218,07/10/15 12:45:00 PM,16.201,3.04,,,,
2219,07/10/15 01:00:00 PM,16.249,3.04,,,,
2220,07/10/15 01:15:00 PM,16.296,3.04,,,,
2221,07/10/15 01:30:00 PM,16.344,3.04,,,,
2222,07/10/15 01:45:00 PM,16.320,3.04,,,,
2223,07/10/15 02:00:00 PM,16.320,3.04,,,,
2224,07/10/15 02:15:00 PM,16.392,3.04,,,,
2225,07/10/15 02:30:00 PM,16.392,3.04,,,,
2226,07/10/15 02:45:00 PM,16.392,3.04,,,,
2227,07/10/15 03:00:00 PM,16.392,3.04,,,,
2228,07/10/15 03:15:00 PM,16.392,3.04,,,,
2229,07/10/15 03:30:00 PM,16.415,3.04,,,,
2230,07/10/15 03:45:00 PM,16.415,3.04,,,,
2231,07/10/15 04:00:00 PM,16.392,3.04,,,,
2232,07/10/15 04:15:00 PM,16.392,3.04,,,,
2233,07/10/15 04:30:00 PM,16.415,3.04,,,,
2234,07/10/15 04:45:00 PM,16.415,3.04,,,,
2235,07/10/15 05:00:00 PM,16.392,3.04,,,,
2236,07/10/15 05:15:00 PM,16.368,3.04,,,,
2237,07/10/15 05:30:00 PM,16.344,3.04,,,,
2238,07/10/15 05:45:00 PM,16.320,3.04,,,,
2239,07/10/15 06:00:00 PM,16.296,3.04,,,,
2240,07/10/15 06:15:00 PM,16.272,3.04,,,,
2241,07/10/15 06:30:00 PM,16.249,3.04,,,,
2242,07/10/15 06:45:00 PM,16.201,3.04,,,,
2243,07/10/15 07:00:00 PM,16.177,3.04,,,,
2244,07/10/15 07:15:00 PM,16.129,3.04,,,,
2245,07/10/15 07:30:00 PM,16.082,3.04,,,,
2246,07/10/15 07:45:00 PM,16.058,3.04,,,,
2247,07/10/15 08:00:00 PM,16.010,3.04,,,,
2248,07/10/15 08:15:00 PM,15.986,3.04,,,,
2249,07/10/15 08:30:00 PM,15.939,3.04,,,,
2250,07/10/15 08:45:00 PM,15.891,3.04,,,,
2251,07/10/15 09:00:00 PM,15.843,3.04,,,,
2252,07/10/15 09:15:00 PM,15.796,3.04,,,,
2253,07/10/15 09:30:00 PM,15.772,3.04,,,,
2254,07/10/15 09:45:00 PM,15.724,3.04,,,,
2255,07/10/15 10:00:00 PM,15.700,3.04,,,,
2256,07/10/15 10:15:00 PM,15.652,3.04,,,,
2257,07/10/15 10:30:00 PM,15.629,3.04,,,,
2258,07/10/15 10:45:00 PM,15.605,3.04,,,,
2259,07/10/15 11:00:00 PM,15.557,3.04,,,,
2260,07/10/15 11:15:00 PM,15.533,3.04,,,,
2261,07/10/15 11:30:00 PM,15.509,3.04,,,,
2262,07/10/15 11:45:00 PM,15.461,3.04,,,,
2263,07/11/15 12:00:00 AM,15.438,3.04,,,,
2264,07/11/15 12:15:00 AM,15.414,3.04,,,,
2265,07/11/15 12:30:00 AM,15.366,3.04,,,,
2266,07/11/15 12:45:00 AM,15.342,3.04,,,,
2267,07/11/15 01:00:00 AM,15.318,3.02,,,,
2268,07/11/15 01:15:00 AM,15.294,3.02,,,,
2269,07/11/15 01:30:00 AM,15.270,3.02,,,,
2270,07/11/15 01:45:00 AM,15.247,3.02,,,,
2271,07/11/15 02:00:00 AM,15.223,3.02,,,,
2272,07/11/15 02:15:00 AM,15.199,3.02,,,,
2273,07/11/15 02:30:00 AM,15.175,3.02,,,,
2274,07/11/15 02:45:00 AM,15.175,3.02,,,,
2275,07/11/15 03:00:00 AM,15.151,3.02,,,,
2276,07/11/15 03:15:00 AM,15.127,3.02,,,,
2277,07/11/15 03:30:00 AM,15.103,3.02,,,,
2278,07/11/15 03:45:00 AM,15.079,3.02,,,,
2279,07/11/15 04:00:00 AM,15.055,3.02,,,,
2280,07/11/15 04:15:00 AM,15.031,3.04,,,,
2281,07/11/15 04:30:00 AM,15.031,3.04,,,,
2282,07/11/15 04:45:00 AM,15.008,3.04,,,,
2283,07/11/15 05:00:00 AM,14.984,3.04,,,,
2284,07/11/15 05:15:00 AM,14.984,3.04,,,,
2285,07/11/15 05:30:00 AM,14.960,3.04,,,,
2286,07/11/15 05:45:00 AM,14.936,3.04,,,,
2287,07/11/15 06:00:00 AM,14.936,3.04,,,,
2288,07/11/15 06:15:00 AM,14.912,3.04,,,,
2289,07/11/15 06:30:00 AM,14.912,3.04,,,,
2290,07/11/15 06:45:00 AM,14.888,3.04,,,,
2291,07/11/15 07:00:00 AM,14.888,3.04,,,,
2292,07/11/15 07:15:00 AM,14.888,3.04,,,,
2293,07/11/15 07:30:00 AM,14.888,3.04,,,,
2294,07/11/15 07:45:00 AM,14.888,3.04,,,,
2295,07/11/15 08:00:00 AM,14.888,3.04,,,,
2296,07/11/15 08:15:00 AM,14.912,3.04,,,,
2297,07/11/15 08:30:00 AM,14.912,3.04,,,,
2298,07/11/15 08:45:00 AM,14.936,3.04,,,,
2299,07/11/15 09:00:00 AM,14.936,3.04,,,,
2300,07/11/15 09:15:00 AM,14.960,3.04,,,,
2301,07/11/15 09:30:00 AM,14.984,3.04,,,,
2302,07/11/15 09:45:00 AM,15.008,3.04,,,,
2303,07/11/15 10:00:00 AM,15.031,3.04,,,,
2304,07/11/15 10:15:00 AM,15.055,3.02,,,,
2305,07/11/15 10:30:00 AM,15.103,3.02,,,,
2306,07/11/15 10:45:00 AM,15.199,3.02,,,,
2307,07/11/15 11:00:00 AM,15.318,3.02,,,,
2308,07/11/15 11:15:00 AM,15.438,3.02,,,,
2309,07/11/15 11:30:00 AM,15.676,3.04,,,,
2310,07/11/15 11:45:00 AM,15.724,3.04,,,,
2311,07/11/15 12:00:00 PM,15.772,3.04,,,,
2312,07/11/15 12:15:00 PM,15.891,3.04,,,,
2313,07/11/15 12:30:00 PM,15.939,3.04,,,,
2314,07/11/15 12:45:00 PM,15.986,3.04,,,,
2315,07/11/15 01:00:00 PM,15.986,3.04,,,,
2316,07/11/15 01:15:00 PM,16.010,3.04,,,,
2317,07/11/15 01:30:00 PM,16.010,3.04,,,,
2318,07/11/15 01:45:00 PM,16.034,3.04,,,,
2319,07/11/15 02:00:00 PM,16.034,3.04,,,,
2320,07/11/15 02:15:00 PM,16.034,3.04,,,,
2321,07/11/15 02:30:00 PM,16.106,3.04,,,,
2322,07/11/15 02:45:00 PM,16.153,3.04,,,,
2323,07/11/15 03:00:00 PM,16.129,3.04,,,,
2324,07/11/15 03:15:00 PM,16.106,3.04,,,,
2325,07/11/15 03:30:00 PM,16.129,3.04,,,,
2326,07/11/15 03:45:00 PM,16.106,3.04,,,,
2327,07/11/15 04:00:00 PM,16.082,3.04,,,,
2328,07/11/15 04:15:00 PM,16.058,3.04,,,,
2329,07/11/15 04:30:00 PM,16.034,3.04,,,,
2330,07/11/15 04:45:00 PM,16.010,3.04,,,,
2331,07/11/15 05:00:00 PM,16.010,3.04,,,,
2332,07/11/15 05:15:00 PM,15.986,3.04,,,,
2333,07/11/15 05:30:00 PM,15.963,3.04,,,,
2334,07/11/15 05:45:00 PM,15.963,3.04,,,,
2335,07/11/15 06:00:00 PM,15.963,3.04,,,,
2336,07/11/15 06:15:00 PM,15.939,3.04,,,,
2337,07/11/15 06:30:00 PM,15.891,3.04,,,,
2338,07/11/15 06:45:00 PM,15.843,3.04,,,,
2339,07/11/15 07:00:00 PM,15.796,3.04,,,,
2340,07/11/15 07:15:00 PM,15.772,3.04,,,,
2341,07/11/15 07:30:00 PM,15.700,3.04,,,,
2342,07/11/15 07:45:00 PM,15.652,3.04,,,,
2343,07/11/15 08:00:00 PM,15.629,3.04,,,,
2344,07/11/15 08:15:00 PM,15.581,3.04,,,,
2345,07/11/15 08:30:00 PM,15.533,3.02,,,,
2346,07/11/15 08:45:00 PM,15.485,3.02,,,,
2347,07/11/15 09:00:00 PM,15.461,3.02,,,,
2348,07/11/15 09:15:00 PM,15.414,3.02,,,,
2349,07/11/15 09:30:00 PM,15.366,3.02,,,,
2350,07/11/15 09:45:00 PM,15.318,3.02,,,,
2351,07/11/15 10:00:00 PM,15.294,3.02,,,,
2352,07/11/15 10:15:00 PM,15.247,3.02,,,,
2353,07/11/15 10:30:00 PM,15.199,3.02,,,,
2354,07/11/15 10:45:00 PM,15.151,3.02,,,,
2355,07/11/15 11:00:00 PM,15.127,3.02,,,,
2356,07/11/15 11:15:00 PM,15.079,3.02,,,,
2357,07/11/15 11:30:00 PM,15.055,3.02,,,,
2358,07/11/15 11:45:00 PM,15.031,3.04,,,,
2359,07/12/15 12:00:00 AM,14.984,3.04,,,,
2360,07/12/15 12:15:00 AM,14.960,3.04,,,,
2361,07/12/15 12:30:00 AM,14.936,3.04,,,,
2362,07/12/15 12:45:00 AM,14.888,3.04,,,,
2363,07/12/15 01:00:00 AM,14.888,3.04,,,,
2364,07/12/15 01:15:00 AM,14.840,3.04,,,,
2365,07/12/15 01:30:00 AM,14.840,3.04,,,,
2366,07/12/15 01:45:00 AM,14.816,3.04,,,,
2367,07/12/15 02:00:00 AM,14.792,3.04,,,,
2368,07/12/15 02:15:00 AM,14.768,3.04,,,,
2369,07/12/15 02:30:00 AM,14.745,3.04,,,,
2370,07/12/15 02:45:00 AM,14.745,3.04,,,,
2371,07/12/15 03:00:00 AM,14.721,3.04,,,,
2372,07/12/15 03:15:00 AM,14.697,3.04,,,,
2373,07/12/15 03:30:00 AM,14.697,3.04,,,,
2374,07/12/15 03:45:00 AM,14.673,3.04,,,,
2375,07/12/15 04:00:00 AM,14.649,3.04,,,,
2376,07/12/15 04:15:00 AM,14.649,3.04,,,,
2377,07/12/15 04:30:00 AM,14.625,3.04,,,,
2378,07/12/15 04:45:00 AM,14.625,3.04,,,,
2379,07/12/15 05:00:00 AM,14.601,3.04,,,,
2380,07/12/15 05:15:00 AM,14.601,3.04,,,,
2381,07/12/15 05:30:00 AM,14.601,3.04,,,,
2382,07/12/15 05:45:00 AM,14.577,3.04,,,,
2383,07/12/15 06:00:00 AM,14.577,3.04,,,,
2384,07/12/15 06:15:00 AM,14.553,3.04,,,,
2385,07/12/15 06:30:00 AM,14.553,3.04,,,,
2386,07/12/15 06:45:00 AM,14.553,3.04,,,,
2387,07/12/15 07:00:00 AM,14.553,3.04,,,,
2388,07/12/15 07:15:00 AM,14.577,3.04,,,,
2389,07/12/15 07:30:00 AM,14.577,3.04,,,,
2390,07/12/15 07:45:00 AM,14.601,3.04,,,,
2391,07/12/15 08:00:00 AM,14.601,3.04,,,,
2392,07/12/15 08:15:00 AM,14.625,3.04,,,,
2393,07/12/15 08:30:00 AM,14.673,3.04,,,,
2394,07/12/15 08:45:00 AM,14.745,3.04,,,,
2395,07/12/15 09:00:00 AM,14.792,3.04,,,,
2396,07/12/15 09:15:00 AM,14.864,3.04,,,,
2397,07/12/15 09:30:00 AM,14.936,3.04,,,,
2398,07/12/15 09:45:00 AM,15.031,3.04,,,,
2399,07/12/15 10:00:00 AM,15.175,3.02,,,,
2400,07/12/15 10:15:00 AM,15.294,3.02,,,,
2401,07/12/15 10:30:00 AM,15.461,3.02,,,,
2402,07/12/15 10:45:00 AM,15.605,3.02,,,,
2403,07/12/15 11:00:00 AM,15.676,3.02,,,,
2404,07/12/15 11:15:00 AM,16.034,3.04,,,,
2405,07/12/15 11:30:00 AM,16.272,3.04,,,,
2406,07/12/15 11:45:00 AM,16.463,3.04,,,,
2407,07/12/15 12:00:00 PM,16.630,3.04,,,,
2408,07/12/15 12:15:00 PM,16.796,3.04,,,,
2409,07/12/15 12:30:00 PM,17.011,3.04,,,,
2410,07/12/15 12:45:00 PM,17.058,3.04,,,,
2411,07/12/15 01:00:00 PM,17.106,3.04,,,,
2412,07/12/15 01:15:00 PM,17.368,3.04,,,,
2413,07/12/15 01:30:00 PM,17.629,3.04,,,,
2414,07/12/15 01:45:00 PM,17.605,3.04,,,,
2415,07/12/15 02:00:00 PM,17.558,3.04,,,,
2416,07/12/15 02:15:00 PM,17.582,3.04,,,,
2417,07/12/15 02:30:00 PM,17.582,3.04,,,,
2418,07/12/15 02:45:00 PM,17.605,3.04,,,,
2419,07/12/15 03:00:00 PM,17.653,3.04,,,,
2420,07/12/15 03:15:00 PM,17.677,3.04,,,,
2421,07/12/15 03:30:00 PM,17.701,3.04,,,,
2422,07/12/15 03:45:00 PM,17.653,3.04,,,,
2423,07/12/15 04:00:00 PM,17.629,3.04,,,,
2424,07/12/15 04:15:00 PM,17.605,3.04,,,,
2425,07/12/15 04:30:00 PM,17.653,3.04,,,,
2426,07/12/15 04:45:00 PM,17.605,3.04,,,,
2427,07/12/15 05:00:00 PM,17.534,3.04,,,,
2428,07/12/15 05:15:00 PM,17.534,3.04,,,,
2429,07/12/15 05:30:00 PM,17.463,3.04,,,,
2430,07/12/15 05:45:00 PM,17.391,3.04,,,,
2431,07/12/15 06:00:00 PM,17.320,3.04,,,,
2432,07/12/15 06:15:00 PM,17.225,3.04,,,,
2433,07/12/15 06:30:00 PM,17.177,3.04,,,,
2434,07/12/15 06:45:00 PM,17.106,3.04,,,,
2435,07/12/15 07:00:00 PM,17.034,3.04,,,,
2436,07/12/15 07:15:00 PM,16.939,3.04,,,,
2437,07/12/15 07:30:00 PM,16.844,3.04,,,,
2438,07/12/15 07:45:00 PM,16.749,3.04,,,,
2439,07/12/15 08:00:00 PM,16.654,3.04,,,,
